Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
1580.57,735.9,270.06,77.88,667.55,72.85,79.83,220.18
1743.21,571.39,103.92,127.37,648.37,20.03,109.52,332.02
2098.68,361.82,786.95,465.39,758.91,135.05,195.94,366.0
237.24,219.61,108.99,142.98,81.45,26.16,0.0,32.15
485.36,416.31,251.92,445.54,653.74,101.06,3.45,239.96
509.92,971.06,281.79,428.65,801.71,43.25,0.0,164.67
142.48,27.4,27.78,24.79,44.22,14.17,0.0,21.38
263.12,68.26,140.02,66.49,205.47,14.59,37.23,23.95
60.39,124.14,37.1,29.38,32.38,8.64,23.04,17.38
187.73,531.31,119.76,100.87,311.7,0.36,30.32,45.09
1974.69,314.27,293.15,116.42,653.54,46.65,90.66,172.08
1709.64,1972.6,1031.92,395.99,1716.38,13.6,225.02,525.45
455.18,353.3,415.01,312.87,204.61,27.27,0.0,80.98
1474.02,1060.82,189.25,452.03,1182.77,9.09,37.79,241.07
297.27,73.35,35.77,58.6,78.78,0.5,26.47,19.18
102.45,48.11,50.76,88.09,48.9,12.79,8.92,9.65
508.69,431.46,156.2,276.08,514.0,44.85,84.11,25.8
1367.29,448.12,360.9,57.08,705.62,62.21,46.95,341.37
760.48,479.63,123.83,71.5,336.69,2.41,0.0,110.32
207.46,103.35,9.34,61.88,38.85,7.23,10.74,13.22
605.95,475.61,361.96,102.29,149.69,43.06,58.76,184.41
290.8,41.53,82.59,93.98,110.33,19.16,0.0,68.11
788.88,590.61,211.14,425.84,196.25,81.35,0.0,111.2
502.32,468.19,200.44,413.63,98.92,61.85,58.52,161.2
408.71,163.5,105.63,60.4,107.99,5.98,36.26,85.26
374.45,224.7,75.23,132.0,176.1,18.91,82.98,43.28
351.66,252.23,55.92,33.78,186.83,1.05,29.29,21.7
161.22,608.97,364.25,53.03,169.55,35.28,0.0,127.65
1825.03,511.05,583.23,499.51,296.24,81.21,151.53,132.07
390.14,210.36,106.33,41.97,87.55,7.68,11.63,52.24
1379.9,290.28,496.14,326.7,457.12,79.33,0.94,69.52
717.85,161.79,203.45,55.08,206.89,6.85,0.0,22.31
204.62,256.72,73.48,97.35,159.82,36.33,0.0,21.46
517.55,188.31,58.28,243.21,386.59,4.52,26.78,63.97
274.65,232.54,127.43,103.81,52.45,1.86,47.07,27.36
373.04,183.4,71.11,126.75,132.1,17.59,0.0,76.16
306.38,118.31,41.89,57.25,107.4,6.35,0.0,53.06
2110.06,1210.31,447.06,1021.3,2611.93,74.92,262.9,416.07
262.03,626.36,65.44,269.46,80.06,16.78,21.41,116.41
578.25,74.76,63.26,84.41,224.53,11.24,9.82,48.83
703.94,358.57,295.26,134.39,244.72,9.09,93.64,53.15
189.12,205.58,28.32,68.73,535.83,27.22,51.01,86.75
489.37,340.41,34.69,100.33,138.5,17.96,57.3,54.2
651.16,178.77,599.57,352.3,375.73,44.14,82.9,134.56
1494.64,651.17,646.64,315.14,546.31,38.49,137.48,132.43
479.43,258.74,190.73,80.78,151.73,27.64,52.49,62.32
276.81,185.58,151.58,62.62,275.83,33.37,80.22,36.72
140.42,125.39,104.73,94.89,227.38,11.69,9.08,68.97
154.78,32.45,24.23,47.52,59.97,1.91,20.36,33.48
153.59,173.44,57.77,14.56,103.04,16.22,27.72,32.48
2500.89,832.29,514.99,133.02,656.31,145.18,355.99,250.0
728.81,654.56,388.45,347.27,1448.81,146.6,380.43,524.73
255.3,320.5,248.36,95.48,128.16,31.41,6.2,21.34
504.69,695.78,231.64,332.25,323.12,53.13,42.91,169.27
693.89,113.64,251.6,359.8,728.14,67.62,25.64,116.62
9468.91,2870.28,1936.71,2597.54,4695.22,108.95,395.46,1394.0
675.4,1401.24,438.94,667.16,916.62,22.13,0.0,575.46
781.01,439.32,142.41,326.63,69.44,6.72,22.14,72.56
178.45,158.81,54.83,54.54,238.37,20.95,16.53,65.18
260.69,159.3,35.56,65.2,93.36,1.21,0.0,22.14
570.1,229.34,287.6,243.16,476.63,42.05,79.41,231.41
376.23,115.71,122.64,43.12,152.49,1.46,7.45,86.04
105.93,113.44,43.01,27.59,70.12,0.49,0.0,14.85
457.59,285.9,62.98,133.02,115.23,23.56,7.72,64.41
183.14,89.53,38.33,111.54,213.96,7.79,39.7,64.62
3589.61,2350.18,660.01,422.78,614.73,78.93,246.37,564.73
967.23,308.38,423.24,419.16,939.86,44.3,68.24,471.42
1160.15,417.29,81.36,138.71,549.49,54.0,76.11,37.33
1099.43,1111.87,344.55,607.1,824.42,115.83,227.22,218.04
590.34,539.22,335.92,171.43,156.93,44.87,34.15,227.76
219.11,178.82,151.2,170.3,215.9,13.15,60.35,62.67
877.34,929.09,484.36,656.34,1847.58,54.36,334.81,702.07
563.3,782.65,101.31,175.93,353.51,48.85,72.28,133.69
152.25,217.25,75.45,37.99,241.74,10.66,17.01,39.47
747.93,161.84,161.15,211.19,191.73,3.17,0.0,102.61
492.17,123.65,43.82,26.77,45.61,8.89,0.0,38.58
355.47,123.59,48.54,112.92,223.66,8.16,0.0,14.89
405.57,1032.25,315.75,653.2,966.38,75.19,0.0,168.74
4082.48,2599.48,614.65,956.27,1826.82,112.22,0.0,753.2
411.12,106.39,68.37,15.07,185.26,1.86,14.43,29.2
1975.79,747.87,236.67,267.56,1083.56,67.17,0.0,119.98
565.8,296.14,141.06,64.6,373.9,25.73,0.0,62.72
223.61,307.44,218.13,112.32,387.03,37.32,0.0,132.9
235.05,189.14,86.05,39.88,125.27,25.85,83.78,54.12
370.07,99.03,178.67,58.57,59.59,20.5,19.51,23.98
997.83,263.31,276.94,137.94,236.41,37.69,0.0,226.94
466.98,104.76,172.25,37.44,136.3,4.5,38.14,37.82
441.9,499.23,205.58,158.48,505.46,29.33,98.14,72.57
1032.83,218.37,252.77,277.23,643.34,38.99,64.97,46.71
517.43,102.08,186.72,48.05,90.78,16.6,62.37,62.91
140.08,77.67,141.21,32.66,186.01,13.3,31.94,58.05
489.79,104.37,127.06,134.66,361.62,6.82,59.58,55.89
325.41,986.36,751.8,422.24,500.63,3.78,172.34,154.17
1526.86,352.62,533.79,238.89,302.37,69.68,163.6,109.11
114.73,218.57,135.04,127.73,209.51,26.15,34.34,15.56
894.56,265.0,427.29,223.74,165.96,28.74,89.17,139.47
539.25,518.76,331.5,419.71,330.18,82.81,7.26,223.27
202.85,99.69,61.05,51.04,123.99,0.05,24.0,22.99
723.77,608.96,172.09,242.61,841.48,89.34,186.01,139.04
307.83,87.09,247.24,82.38,192.46,16.15,3.46,35.64
1408.06,232.3,387.82,301.15,716.74,36.01,116.18,293.67
452.13,160.08,20.44,163.14,262.53,25.39,42.33,36.99
99.05,107.14,33.33,79.87,117.36,9.23,12.76,43.31
57.21,76.76,100.13,25.86,34.2,2.83,17.52,12.46
673.9,127.63,220.77,63.09,163.48,27.41,21.57,35.92
1011.68,543.17,361.22,354.6,223.34,23.95,77.76,139.88
324.2,106.79,101.2,82.54,262.24,5.58,25.22,30.57
1110.37,191.57,234.17,281.85,225.1,59.08,97.13,177.37
129.97,59.41,34.39,13.01,67.06,1.43,13.04,23.31
646.75,116.49,164.98,200.45,251.32,21.46,33.17,112.16
146.42,189.29,131.02,48.6,81.56,13.44,22.36,50.83
276.81,186.69,190.79,78.43,69.41,26.41,0.0,76.83
1028.49,346.88,199.88,214.69,420.22,32.21,0.27,36.71
171.13,317.54,91.8,122.38,181.68,33.24,26.7,90.74
605.41,129.29,61.42,126.28,88.48,15.6,7.82,149.62
1447.93,1073.51,406.46,164.03,1322.4,94.42,159.29,545.61
153.39,434.5,74.34,44.31,266.29,9.89,0.0,136.7
925.74,1046.31,335.46,463.52,260.24,126.26,158.8,125.03
96.16,143.68,33.08,116.02,106.61,9.59,49.1,19.02
1007.98,651.38,270.2,116.31,823.53,6.34,68.97,128.52
1112.55,1334.78,925.64,670.6,1191.0,185.28,56.82,182.36
33.39,22.9,28.65,19.54,49.54,0.63,11.54,17.05
246.93,208.92,42.17,69.46,82.16,12.02,11.8,100.58
644.13,947.53,232.34,116.44,941.9,78.82,138.5,122.68
201.7,260.28,249.82,250.8,426.89,36.3,92.81,120.98
909.05,668.51,322.99,295.2,170.19,64.01,130.28,111.12
426.47,162.06,68.67,62.07,184.24,0.89,37.17,24.81
1098.53,635.96,215.21,323.72,134.43,1.55,2.33,24.73
499.33,112.17,205.67,235.12,301.76,10.52,34.02,58.11
1019.11,365.73,254.12,276.55,737.76,119.81,30.54,65.83
354.14,441.24,327.84,191.46,329.81,3.14,83.81,52.8
1061.1,563.46,284.62,103.49,380.95,68.35,0.0,155.94
456.5,313.04,164.9,43.41,122.17,32.6,86.32,18.01
800.5,295.63,62.72,103.33,238.61,8.54,0.0,90.68
904.33,344.56,92.96,68.98,260.53,34.69,79.8,59.85
335.98,500.53,149.07,206.86,424.41,60.09,64.26,149.33
315.32,292.58,88.61,189.41,166.53,28.84,9.35,142.13
1598.16,395.99,172.49,189.3,723.97,27.95,0.0,66.75
1967.7,2244.51,906.12,1081.76,935.55,142.05,355.77,324.34
1608.48,1169.85,257.17,326.43,1022.81,30.31,183.71,159.51
524.59,165.53,95.79,44.94,118.83,24.32,16.13,49.02
798.28,1383.88,256.34,771.68,903.55,46.9,88.85,115.21
470.83,365.59,78.31,26.46,162.95,17.41,40.98,71.12
183.14,56.96,69.44,51.35,39.35,3.14,0.0,6.89
141.65,204.88,62.34,40.75,220.22,4.2,29.6,76.61
138.61,58.94,20.87,35.08,76.37,5.53,23.02,54.29
369.03,365.34,181.4,64.11,445.12,5.49,37.91,137.2
760.63,186.67,190.02,285.19,407.23,13.92,49.33,126.93
2954.9,1620.7,635.0,395.3,1421.24,217.34,86.63,347.84
564.37,130.62,132.04,397.34,627.63,80.77,79.12,204.89
401.5,141.94,246.42,325.35,278.52,47.83,43.13,127.75
2094.58,484.21,706.33,565.24,512.35,8.2,0.0,190.25
55.96,68.26,26.29,16.17,37.45,9.36,7.75,11.99
311.67,244.66,174.07,383.54,665.94,56.47,67.53,127.78
1113.96,790.18,517.51,571.51,1114.82,36.27,98.19,85.45
121.08,167.99,65.56,66.55,57.07,13.88,8.12,30.9
1446.84,1391.69,603.71,163.29,1527.66,55.18,56.57,97.59
1167.22,410.46,351.23,197.27,450.01,61.6,0.0,110.19
848.74,208.45,51.71,88.89,331.54,28.16,0.87,79.33
517.21,411.94,488.83,283.03,676.0,60.13,113.04,67.79
3109.66,2886.1,1268.58,1552.03,3457.28,217.76,35.08,1106.94
852.97,633.52,182.79,68.83,84.79,7.48,119.69,134.81
650.63,231.67,196.42,459.63,483.48,73.09,0.0,242.84
805.78,256.69,55.39,102.18,208.57,46.99,31.51,100.04
380.23,183.96,87.48,30.46,92.45,1.76,18.28,24.84
1326.61,1336.83,468.29,520.04,306.99,63.83,0.0,153.37
220.49,216.27,90.85,76.32,298.49,11.17,68.62,37.09
375.22,455.48,184.24,285.07,142.22,60.26,88.46,73.63
579.37,351.13,97.6,112.23,55.91,6.96,10.95,45.5
1647.06,328.55,577.73,311.56,573.99,64.25,83.8,26.85
1290.22,467.96,110.52,193.4,307.62,68.95,42.6,49.7
2148.24,561.38,290.29,144.44,1515.99,39.9,246.09,93.31
671.97,135.49,121.69,244.41,257.84,0.57,62.83,71.65
786.45,216.74,314.41,83.88,150.78,31.31,56.52,65.21
193.54,197.82,45.07,91.16,55.52,15.26,54.96,8.02
702.17,142.89,140.01,110.44,162.38,45.63,49.76,80.63
1071.62,384.92,262.22,176.49,525.95,96.78,165.48,291.53
907.78,354.11,516.31,175.14,321.86,109.04,85.25,460.88
506.85,331.67,164.62,41.74,186.95,12.97,4.36,37.74
422.2,390.32,596.29,484.72,733.79,79.08,72.22,176.92
2672.65,762.9,1240.08,171.56,1454.83,69.89,286.21,107.25
1082.62,626.71,426.53,558.2,255.48,60.09,84.48,150.72
2743.21,1018.5,907.19,544.08,1084.9,237.14,330.83,417.02
329.29,117.06,100.28,211.31,140.36,23.1,34.53,26.12
354.67,118.18,90.44,90.29,86.74,9.92,41.36,62.91
123.02,115.68,26.97,31.12,69.18,1.59,7.89,10.97
739.14,1833.84,944.21,698.53,990.73,142.11,335.75,361.84
605.48,397.38,179.92,358.14,709.6,30.32,139.49,191.68
807.7,469.07,341.17,158.87,241.43,12.69,19.66,215.18
1422.81,604.81,177.62,143.5,248.82,3.88,55.07,153.28
482.15,191.95,84.91,87.56,92.19,12.89,33.46,11.8
5818.61,877.69,558.67,1598.54,2745.0,316.71,234.83,491.63
382.66,369.99,134.08,118.86,149.07,3.01,97.04,144.32
874.1,185.91,286.75,276.22,409.21,31.31,29.42,71.66
814.72,341.29,717.12,399.47,330.8,17.04,0.0,110.16
474.24,466.57,244.44,187.05,407.58,22.53,8.83,35.98
681.77,525.89,182.93,458.35,264.71,78.39,82.51,235.24
107.58,287.09,103.32,63.66,190.19,23.89,35.48,37.84
1013.38,494.77,224.67,346.2,330.52,66.46,16.45,292.32
2225.51,1209.73,1384.42,266.35,2208.02,9.8,0.0,140.42
1437.26,1504.62,1136.05,206.44,436.82,133.31,118.82,559.58
3067.09,735.09,340.67,256.83,1373.9,87.15,202.97,847.76
520.91,134.48,118.51,273.81,216.4,17.18,65.14,50.02
426.66,82.91,93.43,98.66,173.03,11.89,0.0,110.3
189.26,121.45,73.87,107.93,183.51,15.35,77.05,60.25
762.51,202.1,426.89,272.39,224.03,20.33,15.23,66.63
482.13,1012.09,142.68,958.95,770.4,99.71,236.2,165.4
194.37,48.91,58.63,66.51,103.79,10.96,16.34,16.4
1433.8,2038.36,358.43,347.52,1083.1,161.23,0.0,392.47
1142.54,329.07,115.71,91.59,162.45,53.5,41.05,37.83
286.64,83.35,269.75,173.98,182.28,31.14,49.44,36.16
384.35,117.7,152.63,72.7,191.27,21.35,0.0,67.65
118.75,56.94,66.08,63.55,41.3,5.76,23.54,45.17
1791.74,342.47,120.23,261.42,548.19,97.93,149.55,76.91
584.56,489.85,181.88,174.91,466.64,2.78,0.0,21.21
240.53,153.27,13.42,22.72,49.49,3.02,14.48,39.29
90.42,97.25,53.35,72.15,34.37,20.93,13.93,47.72
255.97,249.45,104.75,192.26,149.27,9.5,59.33,43.19
1987.48,954.88,674.84,626.79,388.65,114.97,120.04,286.96
768.63,137.47,113.58,90.12,286.59,4.66,0.0,93.15
150.37,137.36,83.65,67.32,55.43,12.06,2.2,8.85
216.85,536.17,141.29,226.1,247.09,18.55,100.97,52.37
512.73,88.57,167.71,140.84,348.13,28.39,0.0,140.58
20.01,24.51,25.29,25.37,14.2,3.72,5.66,12.84
686.55,144.89,149.6,303.53,533.13,44.55,49.32,125.36
623.32,195.87,91.15,207.69,141.8,19.16,82.96,158.08
843.91,228.92,173.23,283.2,651.71,46.72,8.15,172.36
2504.22,2106.29,1194.72,1169.21,1450.25,183.17,477.03,441.02
2181.87,1286.22,403.01,171.89,211.48,49.07,85.43,124.95
448.84,406.8,219.76,169.91,112.28,31.46,20.04,67.08
107.81,61.84,106.93,98.32,200.15,16.49,2.74,48.1
8380.28,1225.25,430.07,1792.24,1644.52,385.05,618.4,1263.77
341.0,188.49,201.72,60.59,423.36,18.28,62.48,91.06
934.52,366.27,103.44,167.29,449.47,9.63,0.0,103.45
192.02,268.88,173.57,222.38,306.52,4.6,6.68,112.14
602.23,372.24,348.21,157.18,374.33,57.25,31.03,282.84
497.44,368.73,103.87,59.08,175.53,11.1,47.12,96.76
302.47,167.26,104.87,120.76,222.45,21.71,39.21,43.82
404.5,162.25,87.91,133.62,163.85,6.58,4.57,33.16
717.79,418.14,151.93,82.71,276.18,37.03,103.23,71.76
477.31,99.81,67.93,84.47,58.24,8.7,10.6,73.48
381.83,251.49,87.74,66.57,259.37,26.78,49.74,104.79
670.68,520.67,152.93,314.22,140.38,68.54,114.38,227.37
362.1,185.65,171.22,141.24,291.82,5.18,55.45,118.2
2591.78,1774.51,295.23,227.24,809.02,114.66,106.78,193.15
24.98,59.58,26.84,45.6,32.15,4.48,2.5,16.45
1475.84,863.27,606.08,408.29,1076.77,49.57,106.13,220.01
3021.56,808.07,216.68,573.93,1345.92,49.33,36.66,173.61
154.64,75.91,19.16,15.3,66.59,5.89,16.85,11.12
517.81,237.72,99.08,116.32,204.45,6.18,0.0,58.76
399.11,184.3,106.23,130.35,177.52,20.61,2.99,89.21
198.37,68.46,18.18,29.83,82.85,1.3,1.46,37.28
469.01,179.91,159.02,152.13,280.24,20.56,45.68,64.03
219.36,123.32,142.25,160.72,83.76,10.39,31.24,104.32
1629.45,642.32,162.9,1307.04,2116.65,153.34,0.0,772.61
1039.12,593.87,487.66,761.57,1044.6,50.37,44.77,234.17
1959.34,1725.29,811.22,425.75,915.86,172.72,4.17,195.05
458.76,923.72,442.88,265.57,899.47,83.2,0.0,321.52
242.03,233.05,121.27,83.7,147.66,14.07,0.0,56.84
139.66,279.97,202.92,112.04,238.46,3.45,0.0,84.15
1267.11,715.08,372.68,119.35,752.08,63.47,95.67,132.24
122.52,201.25,25.45,45.04,224.06,4.2,5.4,24.72
1530.63,871.92,592.82,310.31,385.45,103.27,147.7,93.32
187.39,233.56,206.54,313.63,271.33,13.44,52.86,160.23
486.19,331.19,198.5,125.2,335.19,17.93,60.33,81.67
784.01,546.76,114.1,538.69,164.99,83.2,59.28,409.0
869.1,228.33,458.44,219.89,335.73,46.32,123.9,63.41
194.54,348.08,221.36,331.14,367.04,40.64,21.58,86.09
2092.1,470.71,797.26,405.07,266.92,66.77,62.55,246.0
162.5,59.83,39.68,95.12,199.37,8.95,45.28,11.27
1564.47,826.87,270.38,220.47,153.23,32.72,94.7,196.44
860.17,766.79,492.0,269.73,654.32,65.1,22.07,307.64
493.7,244.71,324.93,73.19,274.58,25.87,15.43,46.32
1217.82,705.23,327.47,212.6,118.35,48.02,79.6,128.27
399.06,98.01,63.67,31.48,146.4,12.99,12.0,34.76
1422.96,990.74,131.24,312.51,484.86,116.39,86.66,363.76
193.64,191.32,105.44,104.05,526.17,31.02,0.0,192.07
433.91,291.39,253.86,159.51,111.88,27.06,51.55,85.62
2113.28,699.44,739.03,208.02,1359.15,112.9,174.86,536.0
191.35,138.13,112.91,40.06,101.74,17.77,0.0,58.25
272.55,125.48,83.59,76.31,39.69,2.33,4.08,30.45
207.55,109.86,31.24,82.3,47.67,5.75,40.38,55.86
1028.61,910.51,428.93,215.63,540.09,5.79,0.0,70.3
283.05,71.67,52.72,107.93,50.65,11.14,0.0,14.37
1576.22,1313.66,453.24,414.02,2045.32,8.75,204.03,150.44
214.25,16.93,19.69,24.92,76.52,9.42,12.2,25.75
707.39,627.49,576.67,1540.17,1454.84,222.68,290.62,470.28
407.23,628.07,297.53,182.23,171.6,44.74,71.97,62.77
271.67,557.18,66.81,376.72,315.45,30.47,2.13,110.7
454.73,133.32,93.83,170.25,243.58,17.44,0.0,22.59
849.3,587.15,323.83,121.72,283.3,31.31,138.82,219.83
353.99,314.65,133.04,86.32,329.04,25.0,59.99,55.42
1213.99,1253.75,527.49,143.85,1489.83,103.84,218.34,202.33
598.45,682.23,144.82,222.87,108.61,21.96,55.86,100.0
198.69,428.18,186.7,118.56,454.65,22.1,40.19,154.19
994.68,335.11,82.68,156.98,128.77,19.36,57.93,69.46
502.11,528.6,94.81,166.07,164.68,18.33,120.21,133.21
505.23,579.01,216.92,177.66,127.53,20.99,94.28,244.43
65.04,132.07,20.91,28.72,35.63,1.9,2.59,43.23
85.25,227.38,85.21,108.5,175.4,15.18,17.74,38.01
833.52,243.79,509.43,136.38,595.67,61.85,73.82,123.3
228.47,505.39,59.72,99.85,127.01,38.97,108.71,103.11
429.8,568.94,210.37,249.4,123.1,55.4,13.0,31.32
379.08,492.56,150.98,130.88,360.95,48.46,37.64,91.14
826.79,578.48,221.95,82.95,162.11,62.54,120.45,124.88
488.52,231.01,179.3,171.33,208.44,22.93,0.0,27.28
295.22,251.47,190.46,53.34,114.31,0.64,0.0,35.56
965.51,160.3,226.36,136.64,614.43,27.51,0.0,251.22
400.88,137.62,109.8,159.25,64.32,29.95,4.65,42.1
775.93,324.48,453.31,140.69,541.36,3.1,0.0,27.46
141.5,49.35,65.66,29.53,75.91,3.67,0.0,15.17
632.69,410.77,414.26,447.0,1041.23,92.37,226.36,79.67
670.02,473.38,445.8,278.05,682.12,75.89,32.08,160.89
884.38,628.06,389.61,199.59,536.06,17.44,99.24,127.26
1740.21,931.74,318.51,423.29,239.55,117.53,128.42,157.52
2881.71,1318.49,1217.17,322.31,592.75,148.85,17.03,187.96
611.13,546.84,337.5,240.68,648.51,50.36,80.19,134.3
108.01,129.53,27.62,48.53,133.86,2.23,2.68,43.73
339.67,155.27,13.17,22.77,97.94,22.75,0.0,53.58
224.3,72.54,52.98,127.81,128.67,8.1,27.37,38.94
586.11,394.14,305.78,327.67,327.8,30.3,68.02,163.51
450.12,139.47,548.87,271.85,716.05,83.07,60.64,174.95
648.19,290.2,148.69,120.71,34.81,2.68,66.66,123.89
412.57,652.57,129.78,273.41,137.99,37.92,4.72,96.56
115.42,96.12,72.16,89.88,117.64,16.96,13.43,37.0
223.08,387.35,34.52,92.67,261.91,3.49,6.22,77.63
292.9,173.55,25.16,65.03,185.24,4.63,36.83,29.26
352.25,90.92,118.6,176.28,161.28,24.89,0.0,27.59
115.75,70.81,61.93,91.29,146.72,6.8,28.3,17.22
190.71,297.88,83.96,107.24,73.08,6.56,18.24,55.79
513.33,1225.57,347.75,183.12,1357.44,39.35,0.0,384.12
191.6,121.71,114.31,39.9,40.5,1.44,16.77,11.53
2019.98,813.91,1599.34,982.7,2483.49,236.93,684.65,204.42
1051.22,514.56,187.0,184.82,272.56,6.8,180.04,60.5
413.45,428.85,307.48,193.72,105.62,6.37,73.04,21.56
214.62,119.18,87.7,66.45,70.42,27.92,0.0,119.95
2044.99,561.01,594.92,570.2,488.03,73.36,82.43,48.55
582.02,232.9,106.33,77.9,89.52,30.41,1.81,93.06
763.83,251.21,263.93,114.77,423.8,12.36,3.63,40.46
6426.69,3104.84,389.65,748.25,1247.7,344.32,171.67,450.98
875.84,405.02,282.58,103.76,434.83,10.9,0.0,90.1
1545.36,637.98,533.72,565.64,1170.43,33.55,110.24,259.31
419.75,150.45,36.19,26.46,321.9,24.38,5.21,39.15
829.3,514.98,136.96,356.37,147.23,61.36,91.89,83.08
2703.3,1388.77,953.8,1333.25,1610.13,194.58,0.0,357.0
339.42,199.2,160.95,121.8,239.13,3.47,0.0,53.22
2745.03,1342.57,781.4,1303.12,512.29,179.28,66.52,796.0
1488.48,514.57,77.21,387.48,332.81,18.36,93.09,157.77
418.85,104.25,63.99,93.27,80.94,31.66,11.98,25.78
826.59,177.25,227.23,388.42,714.93,37.2,0.0,201.15
1603.64,599.3,578.19,429.55,1088.03,79.08,30.88,404.33
389.15,346.64,461.82,321.92,852.49,76.68,0.0,213.79
174.29,42.13,68.45,26.4,24.55,9.17,0.0,37.57
347.74,167.33,92.06,37.73,358.78,21.39,8.5,27.27
403.58,462.79,271.84,279.09,217.34,13.89,74.67,27.47
1089.15,428.98,81.04,126.93,454.29,22.41,36.62,87.28
614.37,900.73,111.0,164.0,308.54,52.55,180.53,129.49
1330.62,123.37,407.23,187.37,105.49,42.99,56.12,102.2
438.86,116.81,51.25,59.9,102.93,16.41,18.42,27.55
1029.56,281.18,516.15,234.14,256.93,86.7,109.35,156.33
549.55,639.89,85.79,176.75,185.33,20.66,162.21,97.9
774.27,197.85,306.47,375.03,746.68,44.62,18.73,142.49
2003.02,629.68,210.47,666.52,240.48,50.91,2.13,481.4
663.9,974.07,351.36,174.1,246.35,64.67,0.0,117.2
1302.11,752.23,541.85,313.68,502.19,56.17,74.93,118.95
538.48,481.09,265.86,183.67,143.33,3.38,48.94,165.9
220.52,82.37,62.25,24.22,85.76,8.43,8.44,30.13
451.11,602.37,304.21,267.24,248.57,12.1,0.0,260.15
1286.28,255.97,354.69,112.58,168.87,38.2,89.33,107.16
536.22,480.41,316.91,211.2,426.11,35.58,80.28,163.8
296.51,137.47,39.41,33.57,156.11,14.53,24.8,60.48
500.47,258.02,91.83,69.84,102.26,8.85,30.97,45.05
2658.55,1438.77,396.46,638.93,331.32,33.35,0.0,146.05
335.02,367.29,62.76,306.92,294.88,9.93,89.94,143.82
547.29,931.35,534.0,151.33,190.97,52.89,61.3,117.42
895.99,131.61,218.41,144.4,597.02,14.06,10.03,133.83
743.65,143.23,243.03,171.73,150.52,44.49,0.0,184.88
1168.88,1157.57,256.64,695.54,857.46,57.85,0.0,156.51
370.87,86.09,107.09,150.9,174.3,26.17,16.64,44.93
591.7,367.94,127.7,254.08,383.34,25.33,0.0,101.72
605.85,303.39,176.75,84.4,225.04,14.33,30.96,105.79
143.83,360.49,52.49,174.55,426.05,4.85,35.47,83.55
179.53,326.74,62.08,116.13,133.37,10.22,29.29,120.75
1018.96,352.1,59.64,263.63,357.74,1.88,0.0,93.74
515.64,414.66,173.07,207.48,75.57,17.79,23.89,75.54
1962.51,510.37,155.52,982.16,872.19,55.72,386.27,214.62
343.71,220.78,55.61,93.25,138.12,7.11,33.09,78.23
782.37,318.19,107.02,233.17,312.83,47.54,40.13,20.74
494.31,149.86,81.34,74.36,184.86,41.23,39.6,110.54
2438.9,567.17,1230.07,293.6,1721.11,118.97,0.0,533.65
1194.33,578.48,207.6,182.74,688.04,57.95,123.93,195.18
2103.58,779.22,459.1,118.5,371.61,9.05,175.7,203.18
94.69,30.65,109.79,25.6,163.74,2.0,20.79,51.06
902.9,172.93,163.83,381.53,317.89,48.47,0.0,138.59
1616.82,202.67,221.68,540.99,684.69,39.9,96.19,287.01
895.53,588.44,330.45,193.0,212.48,6.63,32.45,133.13
1565.12,327.83,642.38,578.5,282.94,57.7,188.88,314.04
589.93,267.25,86.16,139.3,430.99,24.8,8.14,43.89
841.82,1855.95,618.66,822.0,1429.03,91.72,167.19,345.38
3991.63,2483.33,467.53,2331.42,1717.48,123.88,181.05,302.3
680.55,104.68,257.24,102.7,309.88,10.76,0.0,93.3
744.05,316.64,39.37,77.24,125.78,24.67,57.57,34.77
2799.87,348.57,199.17,193.3,1566.71,135.15,207.59,517.48
2841.99,498.82,354.41,628.76,404.5,59.2,169.18,260.95
504.32,221.31,153.2,50.93,383.15,18.07,6.05,67.26
492.7,188.99,87.62,131.45,171.52,1.24,17.23,90.29
718.37,362.68,288.12,137.76,326.02,9.14,70.45,100.35
236.95,40.64,14.68,79.39,181.66,10.66,0.0,50.34
214.68,58.63,123.41,94.86,180.94,9.21,34.06,34.83
105.6,118.13,106.38,66.57,180.58,16.54,39.64,84.7
369.75,150.05,43.12,175.74,69.09,1.57,25.89,72.85
587.13,306.09,315.71,296.95,143.98,5.13,0.0,47.59
1208.34,318.73,83.72,159.92,137.86,37.42,89.48,264.72
783.88,1135.87,235.35,747.13,422.0,215.42,425.1,240.08
271.81,243.87,48.45,132.68,153.47,13.58,65.37,8.11
1122.12,709.42,156.5,833.12,700.28,73.82,141.68,121.54
339.79,457.08,269.63,171.8,93.62,55.81,0.0,58.5
287.86,236.19,64.96,182.38,379.59,16.64,93.22,54.41
455.53,655.31,489.06,85.27,237.76,33.99,6.25,112.55
157.5,110.52,107.6,54.74,233.68,20.97,11.17,28.87
536.83,617.02,433.91,92.96,175.07,25.5,0.0,169.87
859.04,636.55,326.51,103.36,143.17,67.94,0.0,186.9
1375.56,501.71,125.31,479.3,504.07,79.42,85.71,173.78
278.08,259.92,186.51,318.66,443.63,62.01,0.0,124.62
